"Date Added","Sort Number","Product Details","Part Number","Master Part Number",Title,"CSV Reference","Option Text 1","Option Text 2","Option Text 3",Units,Description,Notes,Details,"Delivery Info",Specifications,Category,Section,Supplier,"Weight (in grams)","Live Stock",Price,"Special Offer Price","Main Image","Optional Image 1","Optional Image 2","Optional Image 3","Optional Image 4","Related Products","New Product",Buyable,Recycled,Featured,"Featured Special",Archived,"Show Online",Shipping,"Default Shipping Cost","Shipping Costs","Additional Information",Link,"Related Documents","YouTube Reference","SEO Information","The fields below are for optional SEO information.","Meta Title","Meta Description","Show in Sections (optional)"
28/01/22,,,part_1_1249,,"NEW Double Glazed Aluminium Window 1400 x 600 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1400w x 600h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Ironsand 
Matte Black
Arctic White also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window ",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,715.00,0.00,1400x600spwindow.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit61f33b78ee260,,,,,,,,,
08/08/22,,,part_1_2120,,"NEW Double Glazed Aluminium Window 1400 x 600 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1400w x 600h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Ironsand 
Matte Black
Arctic White also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window ",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,715.00,0.00,1400spl.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit62f044eb7c2a5,,,,,,,,,
07/05/25,,,part_1_2753,,"NEW Double Glazed Aluminium Window 1595 x 1200 #4142",,,,,EA,"NEW Double Glazed Aluminium Window

- 1595w X 1200h
- Double glazed
- Clear glass
- Opening Window Sash
- Colour: Mist Green

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, new aluminium window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,825.00,0.00,img_e2472.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit681acf20224d2,,,,,,,,,
20/11/23,,,part_1_3458,,"NEW Double Glazed Aluminium Window 1600 x 1200 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Matte Black
Silver Pearl
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200aw.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655a71b1ca92a,,,,,,,,,
20/11/23,,,part_1_3459,,"NEW Double Glazed Aluminium Window 1600 x 1200 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Matte Black
Silver Pearl
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200awrh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655a7309d50dc,,,,,,,,,
23/11/23,,,part_1_3463,,"NEW Double Glazed Aluminium Window 1600 x 1200 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Ironsand

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Matte Black also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1400x1200is.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655e634a88e59,,,,,,,,,
30/11/23,,,part_1_3479,,"NEW Double Glazed Aluminium Window 1600 x 1200 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Ironsand

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Matte Black also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200ironsand.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit6567b01fe5f03,,,,,,,,,
16/11/23,,,part_1_3452,,"NEW Double Glazed Aluminium Window 1600 x 1200 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Matte Black

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200mbdg.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655551d6b8a41,,,,,,,,,
16/11/23,,,part_1_3453,,"NEW Double Glazed Aluminium Window 1600 x 1200 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Matte Black

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200mbdglh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit655556e2c7990,,,,,,,,,
19/09/24,,,part_1_1330,,"NEW Double Glazed Aluminium Window 1600 x 1200 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer.
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this.

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Matte Black
Arctic White
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200sp.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit66eb6f1912a61,,,,,,,,,
01/03/24,,,part_1_3599,,"NEW Double Glazed Aluminium Window 1600 x 1200 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer.
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this.

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1600w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Matte Black
Arctic White
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,970.00,0.00,1600x1200sp2.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit65e120c497cc6,,,,,,,,,
23/03/22,,,part_1_1656,,"NEW Double Glazed Aluminium Window 1800 x 1200 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Silver Pearl
Matte Black
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x1200awlh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit623a550bd065e,,,,,,,,,
24/08/22,,,part_1_2196,,"NEW Double Glazed Aluminium Window 1800 x 1200 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Silver Pearl
Matte Black
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x1200awrh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit6305529f95f19,,,,,,,,,
08/02/22,,,part_1_1326,,"NEW Double Glazed Aluminium Window 1800 x 1200 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Ironsand 

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Silver Pearl
Matte Black
Arctic White also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows","Shop Online",,0,1,995.00,0.00,1800x1200dg.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit6201987ae2f6b,,,,,,,,,
08/08/22,,,part_1_2122,,"NEW Double Glazed Aluminium Window 1800 x 1200 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Ironsand 

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Silver Pearl
Matte Black
Arctic White also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x1200issg.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit62f0475d71498,,,,,,,,,
21/05/22,,,part_1_1891,,"NEW Double Glazed Aluminium Window 1800 x 1200 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Matte Black

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Silver Pearl
Arctic White
Ironsand also available


Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x2000mbrh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit62884db175e9a,,,,,,,,,
24/08/22,,,part_1_2197,,"NEW Double Glazed Aluminium Window 1800 x 1200 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Matte Black

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Silver Pearl
Arctic White
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x1200mblh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit63055421111e5,,,,,,,,,
28/01/22,,,part_1_1248,,"NEW Double Glazed Aluminium Window 1800 x 1200 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White
Matte Black
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows","Shop Online",,0,1,995.00,0.00,sp1800x1200.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit61f33a2d9d5a1,,,,,,,,,
24/08/22,,,part_1_2199,,"NEW Double Glazed Aluminium Window 1800 x 1200 Silver Pearl",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 1200h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Silver Pearl

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Arctic White
Matte Black
Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,995.00,0.00,1800x1200spne.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit630557633a827,,,,,,,,,
18/01/23,,,part_1_2648,,"NEW Double Glazed Aluminium Window 1800 x 850 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside) 
- Right pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Matte Black 
              Silver Pearl
              Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,aw1800x8502.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit63c70d77d177f,,,,,,,,,
13/04/23,,,part_1_2923,,"NEW Double Glazed Aluminium Window 1800 x 850 Arctic White",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer.
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this.

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Arctic White

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Matte Black
              Silver Pearl
              Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,850aw.jpg,,,,,,Y,N,N,N,N,N,N,,0.00,edit64373676d0895,,,,,,,,,
08/02/23,,,part_1_2763,,"NEW Double Glazed Aluminium Window 1800 x 850 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside)
- Right pane, fixed sash
- Colour: Ironsand

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White 
              Silver Pearl
              Matte Black also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,1800x850islh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit63e2f5639fec7,,,,,,,,,
25/05/23,,,part_1_3006,,"NEW Double Glazed Aluminium Window 1800 x 850 Ironsand",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer.
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this.

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside)
- Left pane, fixed sash
- Colour: Ironsand

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White
Silver Pearl
Matte Black also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,1800x850isrh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit646ea25832f59,,,,,,,,,
18/01/23,,,part_1_2649,,"NEW Double Glazed Aluminium Window 1800 x 850 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Right pane, awning opening (looking from the outside) 
- Left pane, fixed sash
- Colour: Matte Black

-----Other options:-----

Option of: Left pane, awning opening (looking from the outside) with Right pane, fixed sash also available

Colour - Arctic White 
              Silver Pearl 
              Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,mb1800x850.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit63c70f76240a3,,,,,,,,,
18/01/23,,,part_1_2650,,"NEW Double Glazed Aluminium Window 1800 x 850 Matte Black",,,,,EA,"NEW Standard Aluminium Window

This product is apart of our readily available Standard range of Aluminium Joinery 

This product meets NZ manufacturing standards & is supplied by a leading New Zealand manufacturer. 
All components are sealed & assembled by the manufacturer.
We don’t offer kit-set style joinery that is clipped together by the retailer.
Our sales team is happy to answer any queries you have regarding this. 

*INCLUDES Timber Jamb liner H3 PP FJ*

- 1800w x 850h
- Double glazed
- Clear glass
- Left pane, awning opening (looking from the outside) 
- Right pane, fixed sash
- Colour: Matte Black 

-----Other options:-----

Option of: Right pane, awning opening (looking from the outside) with Left pane, fixed sash also available

Colour - Arctic White 
              Silver Pearl
              Ironsand also available

Keywords: Aluminium window, double glazed, double glazed window, new double glazed window, clear window, clear glass window, Silver pearl window, new aluminium window, awning opening, awning window, awning opening window, double glazed aluminium window",,,,"{�table�:[],�options�:[]}","Aluminium Windows",,,0,1,895.00,0.00,1800x850mblh.jpg,,,,,,Y,N,N,N,N,N,Y,,0.00,edit63c7112a286d6,,,,,,,,,
